2018-10-26 16:31:56,920 INFO Initializing
2018-10-26 16:31:56,938 INFO Preparing 64 HPO trials with 4 nodes each
2018-10-26 16:31:56,940 INFO Submitting HP 0: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_0', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5318940378651195}, 'optimizer': {'name': 'Adadelta', 'lr': 5e-05}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 7, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,028 INFO Submitting HP 11: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_11', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.040975282882597996}, 'optimizer': {'name': 'Adam', 'lr': 0.001}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 13, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,035 INFO Submitting HP 12: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_12', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5375269037032092}, 'optimizer': {'name': 'Adam', 'lr': 5e-05}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 14, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,042 INFO Submitting HP 13: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_13', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5513081970354761}, 'optimizer': {'name': 'Adadelta', 'lr': 5e-05}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 0, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,049 INFO Submitting HP 14: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_14', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.45704122042466544}, 'optimizer': {'name': 'RMSprop', 'lr': 0.005}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 14, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,056 INFO Submitting HP 15: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_15', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.6750616540350464}, 'optimizer': {'name': 'Adam', 'lr': 5e-05}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 10, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,064 INFO Submitting HP 16: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_16', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9646667149945647}, 'optimizer': {'name': 'RMSprop', 'lr': 0.001}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 7, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,072 INFO Submitting HP 17: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_17', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.6635008539688146}, 'optimizer': {'name': 'RMSprop', 'lr': 0.001}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 3, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,080 INFO Submitting HP 18: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_18', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5470106761906163}, 'optimizer': {'name': 'Nadam', 'lr': 0.001}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 5, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,087 INFO Submitting HP 19: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_19', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9641960173816786}, 'optimizer': {'name': 'RMSprop', 'lr': 0.005}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 9, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,095 INFO Submitting HP 20: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_20', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9816207965310936}, 'optimizer': {'name': 'Adam', 'lr': 5e-05}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 1, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,104 INFO Submitting HP 21: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_21', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5864898313656731}, 'optimizer': {'name': 'Adam', 'lr': 0.005}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 5, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,113 INFO Submitting HP 22: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_22', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5383915482573942}, 'optimizer': {'name': 'Adadelta', 'lr': 0.005}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 15, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,121 INFO Submitting HP 23: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_23', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.23849775894156056}, 'optimizer': {'name': 'Adam', 'lr': 0.001}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 7, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,128 INFO Submitting HP 24: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_24', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9192892439988134}, 'optimizer': {'name': 'Nadam', 'lr': 0.005}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 0, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,135 INFO Submitting HP 25: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_25', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.2166873620269434}, 'optimizer': {'name': 'RMSprop', 'lr': 0.005}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 11, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,142 INFO Submitting HP 26: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_26', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.6649268026917189}, 'optimizer': {'name': 'Adam', 'lr': 0.0001}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 7, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,150 INFO Submitting HP 27: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_27', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.6499542357473809}, 'optimizer': {'name': 'Adadelta', 'lr': 5e-05}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 12, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,157 INFO Submitting HP 28: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_28', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.11220579973710165}, 'optimizer': {'name': 'RMSprop', 'lr': 0.005}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 9, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,165 INFO Submitting HP 29: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_29', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9121866127372311}, 'optimizer': {'name': 'Adam', 'lr': 5e-05}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 8, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,173 INFO Submitting HP 30: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_30', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9794678248175193}, 'optimizer': {'name': 'RMSprop', 'lr': 5e-05}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 10, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,180 INFO Submitting HP 31: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_31', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9340371708944758}, 'optimizer': {'name': 'RMSprop', 'lr': 0.001}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 14, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,187 INFO Submitting HP 32: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_32', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.21192370967240326}, 'optimizer': {'name': 'Adam', 'lr': 5e-05}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 10, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,194 INFO Submitting HP 33: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_33', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.3477637573452743}, 'optimizer': {'name': 'RMSprop', 'lr': 5e-05}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 2, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,202 INFO Submitting HP 34: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_34', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.9500084414877302}, 'optimizer': {'name': 'RMSprop', 'lr': 0.0001}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 13, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,210 INFO Submitting HP 35: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_35', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.15154915435324123}, 'optimizer': {'name': 'Adam', 'lr': 0.001}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 6, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,219 INFO Submitting HP 36: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_36', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5496448991832129}, 'optimizer': {'name': 'Adadelta', 'lr': 0.005}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 14, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,227 INFO Submitting HP 37: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_37', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.33186507117880915}, 'optimizer': {'name': 'Adadelta', 'lr': 0.0005}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 15, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,234 INFO Submitting HP 38: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_38', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.5312785696451079}, 'optimizer': {'name': 'Adam', 'lr': 5e-05}, 'training': {'batch_size': 32, 'n_epochs': 16, 'lr_warmup_epochs': 0, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,243 INFO Submitting HP 39: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_39', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.272192503696596}, 'optimizer': {'name': 'RMSprop', 'lr': 0.0005}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 14, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,251 INFO Submitting HP 40: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_40', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.2578747680512178}, 'optimizer': {'name': 'Adadelta', 'lr': 0.001}, 'training': {'batch_size': 128, 'n_epochs': 16, 'lr_warmup_epochs': 13, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,259 INFO Submitting HP 41: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_41', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.3220443745508086}, 'optimizer': {'name': 'Adam', 'lr': 0.001}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 5, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,268 INFO Submitting HP 42: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_42', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.7078466735986784}, 'optimizer': {'name': 'RMSprop', 'lr': 0.001}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 5, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,276 INFO Submitting HP 43: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_43', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.39856573458818345}, 'optimizer': {'name': 'RMSprop', 'lr': 0.0001}, 'training': {'batch_size': 256, 'n_epochs': 16, 'lr_warmup_epochs': 14, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
2018-10-26 16:31:57,283 INFO Submitting HP 44: {'description': 'ResNet CIFAR10', 'output_dir': '/global/cscratch1/sd/sfarrell/sc18-dl-tutorial/cifar-resnet-hpo/hp_44', 'data': {'name': 'cifar10'}, 'model': {'name': 'resnet18_cifar', 'input_shape': [32, 32, 3], 'n_classes': 10, 'dropout': 0.8518855936767818}, 'optimizer': {'name': 'Nadam', 'lr': 5e-05}, 'training': {'batch_size': 64, 'n_epochs': 16, 'lr_warmup_epochs': 10, 'loss': 'categorical_crossentropy', 'metrics': ['accuracy', 'top_k_categorical_accuracy']}}
